"Do you really want to do that?","Möchten Sie das wirklich tun?"
"Massaction Confirmation Options","Optionen zur Bestätigung von Massenaktionen"
"Triggers for massactions","Welche Massenaktionen sollen eine Bestätigung erfordern?"
"Separate by comma","kommagetrennt"
